1.000000,2.000000,3.000000,4.000000,5.000000,6.000000,7.000000,8.000000,9.000000,10.000000,11.000000,12.000000,13.000000,14.000000,15.000000,16.000000,17.000000,18.000000,19.000000,20.000000,21.000000,22.000000,23.000000,24.000000,25.000000,26.000000,27.000000,28.000000,29.000000,30.000000,31.000000,32.000000,33.000000,34.000000,35.000000,36.000000,37.000000,38.000000,39.000000,40.000000,41.000000,42.000000,43.000000,44.000000,45.000000,46.000000,47.000000,48.000000,49.000000,50.000000,51.000000,52.000000,53.000000,54.000000,55.000000,56.000000,57.000000,58.000000,59.000000,60.000000
6.859720,7.007057,7.302227,7.393263,7.518390,7.329225,7.404218,7.408894,8.038577,7.564083,7.087574,7.571474,7.712712,6.751803,7.296142,7.554020,7.524885,6.875335,6.657754,6.994758,7.164334,7.187657,7.377446,8.076142,7.897668,8.289991,8.143052,8.407490,7.620117,7.912862,7.267525,7.066040,6.820453,7.424642,7.697757,7.792101,8.129647,7.304381,7.927974,7.565534,7.137199,7.578810,7.774436,7.427798,7.330012,7.093155,7.265500,6.700239,7.789744,7.749667,7.243084,7.876145,7.670055,7.979887,7.570598,7.729779,7.334134,7.142195,6.873578,7.649407
4.768139,4.616110,4.632785,4.458988,4.607168,4.748404,4.569543,4.335983,4.603168,4.614130,4.595120,4.232656,4.601162,4.654912,5.986452,4.157319,4.469350,3.751854,4.594109,4.649187,4.551769,3.761200,4.258446,4.589041,4.566429,3.784190,3.772761,3.977811,4.062166,3.747148,3.161247,4.117410,3.937691,4.452019,4.921440,4.094345,3.493473,4.396915,3.806662,4.483003,4.788325,3.786460,4.833102,5.098646,3.610918,4.087656,3.202746,3.887730,5.308763,3.190476,3.490429,3.784190,2.980619,3.910021,3.321432,4.373238,3.508556,3.666122,3.202746,4.019980
5.276072,5.815920,5.972027,5.035003,5.088213,5.860501,5.178971,5.148657,5.743324,5.588746,5.235378,5.418320,5.605802,5.362231,5.508983,5.063228,6.216406,6.381139,5.098035,5.666081,6.125558,5.867601,4.679350,3.475067,5.631570,5.758271,4.320151,4.450853,6.563009,3.688879,5.006627,4.301359,4.543295,3.713572,3.802208,3.580737,4.335983,3.914021,3.943522,3.899950,4.486387,4.876723,5.204556,4.114147,5.905907,4.085976,4.752728,4.792479,4.978112,3.725693,5.747480,4.808111,6.051618,5.864483,5.946729,5.593968,5.572534,5.726848,5.721295,5.593968
5.891644,5.686297,5.862011,5.920613,5.916876,5.987896,5.962653,5.941079,6.120270,6.185009,5.859475,6.038944,6.037752,5.815383,5.986452,5.717669,6.040255,5.888878,6.240276,6.263398,6.047372,6.113682,5.942799,5.966147,6.063785,6.063785,6.091310,6.089045,6.003887,5.991465,4.177459,4.612146,4.915592,4.427239,4.925077,5.875492,4.488636,4.894850,4.041295,5.132853,4.080922,5.099866,4.940213,4.977423,4.316154,5.241218,5.598422,5.566434,5.218191,4.948050,5.353752,6.581887,5.681878,6.022721,5.678465,5.202907,5.072671,5.593596,6.029242,5.673667
4.865995,5.010635,4.836282,4.983607,3.758872,4.645352,3.645450,4.689511,4.437934,4.766438,5.194067,5.085743,5.640843,4.865995,5.157330,4.747537,4.475062,5.425390,5.551796,4.612146,4.781641,4.154185,3.843744,4.493121,3.387774,4.241327,4.718499,5.378975,5.070161,4.990433,4.806477,4.539030,4.249923,5.151556,5.496348,4.940213,5.303802,5.289781,4.656813,4.975353,5.099866,4.855929,4.576771,4.508659,4.604170,5.228431,4.541165,4.799091,5.196285,4.414010,4.130355,4.888091,5.473111,4.806477,5.164214,5.173887,4.612146,4.262680,3.839452,4.062166
4.993150,6.073505,6.437432,6.314091,6.164157,6.670006,7.139184,6.894265,6.719013,6.939932,5.696758,6.661855,6.809812,6.579112,6.724073,5.946206,5.837439,6.220988,5.504518,6.246301,6.649761,6.118538,5.815324,5.885270,5.616407,6.042870,6.097175,6.209596,6.022236,5.300814,7.164411,6.622337,6.907855,6.681231,6.152094,6.217604,6.766652,6.700854,6.313910,6.633845,6.521210,6.680353,6.878635,6.955593,6.984161,6.698391,6.904751,6.650408,6.151029,6.871299,6.400590,6.922348,7.155162,6.612713,6.928440,6.775366,6.582025,6.664154,7.340122,7.184705
6.121396,5.765818,6.074196,5.665388,5.877456,5.933041,5.816218,5.743644,5.975843,6.005367,5.675383,5.745564,5.810242,5.620038,5.551020,5.985195,5.695414,5.513025,5.303802,4.906015,5.406723,5.852202,5.711751,5.540479,5.825705,5.676411,5.690697,5.791183,5.804532,6.058422,3.161247,4.117410,3.937691,4.452019,4.921440,4.094345,3.493473,4.396915,3.806662,4.483003,4.788325,3.786460,4.833102,5.098646,3.610918,4.087656,3.202746,3.887730,5.308763,3.190476,3.490429,3.784190,2.980619,3.910021,3.321432,4.373238,3.508556,3.666122,3.202746,4.019980
6.893251,5.525453,4.952300,5.177279,5.276072,5.153869,6.240276,5.431974,5.637643,5.362231,5.290789,5.905907,5.559142,6.413787,5.614587,5.468904,6.811905,7.095728,7.096887,5.803326,6.037155,6.326149,5.571013,4.849684,4.639572,5.019925,5.746842,5.267858,5.127529,6.333812,3.716008,4.995860,5.696758,5.676411,5.508173,5.242805,5.363168,5.295313,5.870144,5.827179,5.586499,5.134621,5.432411,5.358942,5.320568,5.581615,5.581991,5.374352,5.280153,5.688669,5.831882,5.987958,5.205105,5.679831,5.843834,5.796058,6.226537,5.699440,5.764564,5.558757
5.795450,5.318120,5.547518,5.540871,5.657389,6.083360,6.187031,5.853064,6.273443,5.581991,5.925058,6.373149,6.346163,6.067963,6.254213,5.369242,6.135565,6.315539,6.900630,6.036199,6.838620,6.652605,6.251711,6.357322,6.448098,6.060757,6.746060,6.649373,6.714535,6.241445,5.189060,5.849325,5.842674,7.030769,6.256326,6.156131,5.880533,5.911068,6.291384,5.688330,6.973917,5.905362,5.908626,6.303900,6.710279,6.753088,6.090631,6.568920,6.231269,6.975414,5.874088,6.295266,6.290643,6.262827,6.408529,5.951944,6.296004,6.296925,6.010777,6.734473
